"NOME";"UNIDADE DE FEDERACAO/PAIS";"CARGO";"NUMERO";"PARTIDO"
"JOSE ALBERTO MAGNO REGIS";"PARAIBA";"DEPUTADO ESTADUAL";"15677";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"JOSE ALBERTO PINTO BARDAWIL";"CEARA";"SENADOR";"190";"PODEMOS"
"JOSE ALCIDES FANECO";"SAO PAULO";"DEPUTADO FEDERAL";"4511";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"JOSE ANTONIO SANTOS RODRIGUES";"SAO PAULO";"DEPUTADO ESTADUAL";"54054";"PARTIDO PATRIA LIVRE"
"JOSE AUGUSTO DE MIRANDA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"1220";"PARTIDO DEMOCRATICO TRABALHISTA"
"JOSE AURI DA SILVA OLIVEIRA";"CEARA";"DEPUTADO ESTADUAL";"40789";"PARTIDO SOCIALISTA BRASILEIRO"
"JOSE BERENALDO CARVALHO";"ALAGOAS";"DEPUTADO ESTADUAL";"25111";"DEMOCRATAS"
"JOSE BORGES BARBOSA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"19983";"PODEMOS"
"JOSE CAMPELLO DE OLIVEIRA JUNIOR";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"35225";"PARTIDO DA MULHER BRASILEIRA"
"JOSE CARLOS DA SILVA ALVES";"SAO PAULO";"DEPUTADO ESTADUAL";"27009";"DEMOCRACIA CRISTA"
"JOSE CARLOS MARQUES SIQUEIRA";"RONDONIA";"DEPUTADO ESTADUAL";"44123";"PARTIDO REPUBLICANO PROGRESSISTA"
"JOSE CARLOS SILVA TRAJANO";"SAO PAULO";"DEPUTADO ESTADUAL";"44116";"PARTIDO REPUBLICANO PROGRESSISTA"
"JOSE CICERO DE LIMA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"55215";"PARTIDO SOCIAL DEMOCRATICO"
"JOSE CLAUDIO FERREIRA DE OLIVEIRA";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"19025";"PODEMOS"
"JOSE CLEIVISSON DE MELO MOREIRA";"PARA";"DEPUTADO ESTADUAL";"33333";"PARTIDO DA MOBILIZACAO NACIONAL"
"JOSE COSTA SANTOS";"SERGIPE";"DEPUTADO ESTADUAL";"20666";"PARTIDO SOCIAL CRISTAO"
"JOSE DA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"44215";"PARTIDO REPUBLICANO PROGRESSISTA"
"JOSE DA SILVA NUNES NETO";"BAHIA";"DEPUTADO FEDERAL";"2529";"DEMOCRATAS"
"JOSE DAVI PASSOS";"PARA";"DEPUTADO ESTADUAL";"65665";"PARTIDO COMUNISTA DO BRASIL"
"JOSE EDUARDO RAMSAY TORRES";"MATO GROSSO";"DEPUTADO FEDERAL";"2000";"PARTIDO SOCIAL CRISTAO"
"JOSE ERNANI MOURA SOUZA";"SERGIPE";"DEPUTADO FEDERAL";"1821";"REDE SUSTENTABILIDADE"
"JOSE FLAVIO ARAUJO DE SOUZA PLATILHA";"PARA";"DEPUTADO FEDERAL";"2326";"PARTIDO POPULAR SOCIALISTA"
"JOSE FRANCISCO ALVES";"PARA";"SENADOR";"100";"PARTIDO REPUBLICANO BRASILEIRO"
"JOSE FRANCISCO GOMES DA SILVA";"ACRE";"DEPUTADO ESTADUAL";"11112";"PARTIDO PROGRESSISTA"
"JOSE GERALDO CARNEIRO";"PARAIBA";"DEPUTADO ESTADUAL";"14567";"PARTIDO TRABALHISTA BRASILEIRO"
"JOSE GILMARIO DE ARAUJO VALADARES";"PERNAMBUCO";"DEPUTADO FEDERAL";"1788";"PARTIDO SOCIAL LIBERAL"
"JOSE IRAN FIGUEIREDO DE LIMA";"AMAZONAS";"DEPUTADO ESTADUAL";"22202";"PARTIDO DA REPUBLICA"
"JOSE ITAMAR ANDRADE LINHARES";"CEARA";"DEPUTADO ESTADUAL";"51030";"PATRIOTA"
"JOSE JOAQUIM DE SOUZA FILHO";"MATO GROSSO";"DEPUTADO ESTADUAL";"45200";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"JOSE JORGE SOARES JUNIOR";"PERNAMBUCO";"DEPUTADO ESTADUAL";"44233";"PARTIDO REPUBLICANO PROGRESSISTA"
"JOSE LIMA SANTIAGO";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"65456";"PARTIDO COMUNISTA DO BRASIL"
"JOSE MANOEL DE MACEDO CARON JUNIOR";"PARANA";"1º SUPLENTE";"177";"PARTIDO SOCIAL LIBERAL"
"JOSE MANOEL DE SOUZA";"GOIAS";"DEPUTADO ESTADUAL";"44015";"PARTIDO REPUBLICANO PROGRESSISTA"
"JOSE MARCIO VICENTE MATA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"55065";"PARTIDO SOCIAL DEMOCRATICO"
"JOSE MEIRELES DO NASCIMENTO";"SAO PAULO";"DEPUTADO FEDERAL";"2816";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"JOSE NEI MENDES";"SAO PAULO";"DEPUTADO FEDERAL";"3061";"PARTIDO NOVO"
"JOSE RAIMUNDO XAVIER PEREIRA";"PIAUI";"DEPUTADO ESTADUAL";"51123";"PATRIOTA"
"JOSE RIBAMAR RIBEIRO FERREIRA";"MARANHAO";"DEPUTADO FEDERAL";"3330";"PARTIDO DA MOBILIZACAO NACIONAL"
"JOSE ROBERTO BOLONHEIS";"MATO GROSSO";"DEPUTADO ESTADUAL";"27777";"DEMOCRACIA CRISTA"
"JOSE ROBERTO DA PAZ";"CEARA";"1º SUPLENTE";"160";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO"
"JOSE ROBERTO LACERDA DA ROCHA NASCIMENTO";"AMAPA";"DEPUTADO ESTADUAL";"40666";"PARTIDO SOCIALISTA BRASILEIRO"
"JOSE ROBERTO TAVARES GADELHA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"40010";"PARTIDO SOCIALISTA BRASILEIRO"
"JOSE RODRIGUES DA COSTA NETO";"PIAUI";"2º SUPLENTE";"151";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"JOSE RODRIGUES ROCHA JUNIOR";"MATO GROSSO";"DEPUTADO FEDERAL";"4444";"PARTIDO REPUBLICANO PROGRESSISTA"
"JOSE SANDRO DE OLIVEIRA SARAIVA";"PIAUI";"DEPUTADO ESTADUAL";"31333";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"JOSE SEVERIANO CHAVES";"PERNAMBUCO";"DEPUTADO FEDERAL";"1444";"PARTIDO TRABALHISTA BRASILEIRO"
"JOSE SIQUEIRA DE FARIA";"SAO PAULO";"DEPUTADO ESTADUAL";"13626";"PARTIDO DOS TRABALHADORES"
"JOSE VAZ GENTIL";"GOIAS";"DEPUTADO FEDERAL";"6511";"PARTIDO COMUNISTA DO BRASIL"
"JOSE VIEIRA COUTO";"SAO PAULO";"DEPUTADO ESTADUAL";"33444";"PARTIDO DA MOBILIZACAO NACIONAL"
"JOSE VIEIRA DE SANTANA FILHO";"PARANA";"DEPUTADO ESTADUAL";"20009";"PARTIDO SOCIAL CRISTAO"
"JOSE WILSON GOMES";"CEARA";"DEPUTADO ESTADUAL";"51221";"PATRIOTA"
"JOSEANE DOS PASSOS";"SANTA CATARINA";"DEPUTADO FEDERAL";"5104";"PATRIOTA"
"JOSEANE SANTOS NATIVIDADE";"BAHIA";"DEPUTADO FEDERAL";"3105";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"JOSEANE SOARES DA SILVA";"PARAIBA";"DEPUTADO ESTADUAL";"23500";"PARTIDO POPULAR SOCIALISTA"
"JOSELITA FRANCISCO ALMEIDA MARTINS DE SOUZA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"28987";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"JOSEMIR DE FREITAS PALHANO";"CEARA";"DEPUTADO ESTADUAL";"54789";"PARTIDO PATRIA LIVRE"
"JOSENILDO CORREIA DE OLIVEIRA";"ALAGOAS";"DEPUTADO ESTADUAL";"77777";"SOLIDARIEDADE"
"JOSENIR LOPES DETTONI";"RONDONIA";"SENADOR";"351";"PARTIDO DA MULHER BRASILEIRA"
"JOSIANA COSTA ANDRADE";"TOCANTINS";"DEPUTADO FEDERAL";"2876";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"JOSIANY CUNHA MACHADO";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"27600";"DEMOCRACIA CRISTA"
"JOSIAS TEXEIRA DO AMARAL";"PERNAMBUCO";"DEPUTADO ESTADUAL";"54254";"PARTIDO PATRIA LIVRE"
"JOSIEL SANTANA";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"43222";"PARTIDO VERDE"
"JOSILDO FERREIRA BARRETO";"SAO PAULO";"DEPUTADO FEDERAL";"4536";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"JOSILEIA SANTIAGO";"MARANHAO";"DEPUTADO FEDERAL";"1133";"PARTIDO PROGRESSISTA"
"JOSINATO GOMES PROCOPIO";"PARAIBA";"DEPUTADO FEDERAL";"1415";"PARTIDO TRABALHISTA BRASILEIRO"
"JOSIVAN ALVES CAVALCANTE";"SAO PAULO";"DEPUTADO ESTADUAL";"51567";"PATRIOTA"
"JOSUE BEZERRA DE AMORIM";"ACRE";"2º SUPLENTE";"133";"PARTIDO DOS TRABALHADORES"
"JOSY KEILA BERNARDES DE CARVALHO";"RORAIMA";"DEPUTADO FEDERAL";"1999";"PODEMOS"
"JOVIANO BATISTA RIBEIRO";"RONDONIA";"DEPUTADO ESTADUAL";"55333";"PARTIDO SOCIAL DEMOCRATICO"
"JOYCE CRISTINA DA SILVA RAPOSO";"PERNAMBUCO";"DEPUTADO FEDERAL";"5422";"PARTIDO PATRIA LIVRE"
"JOZIMAR RODRIGUES DE MORAIS";"SAO PAULO";"DEPUTADO ESTADUAL";"33465";"PARTIDO DA MOBILIZACAO NACIONAL"
"JUAREZ ALVES DE TOLEDO FILHO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"90987";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"JUCARA MARIA DUTRA VIEIRA";"RIO GRANDE DO SUL";"2º SUPLENTE";"131";"PARTIDO DOS TRABALHADORES"
"JULAMEK DA SILVA MARIANO";"PARAIBA";"DEPUTADO ESTADUAL";"11150";"PARTIDO PROGRESSISTA"
"JULIA GRACIELA DE OLIVEIRA LIMA";"MARANHAO";"DEPUTADO ESTADUAL";"17519";"PARTIDO SOCIAL LIBERAL"
"JULIAM EDUARDO HOLANDA SOARES";"TOCANTINS";"DEPUTADO ESTADUAL";"10300";"PARTIDO REPUBLICANO BRASILEIRO"
"JULIANA ALICE BENEDITO";"SAO PAULO";"DEPUTADO FEDERAL";"3690";"PARTIDO TRABALHISTA CRISTAO"
"JULIANA CAMPOS SIMAS REIS";"BAHIA";"DEPUTADO ESTADUAL";"17051";"PARTIDO SOCIAL LIBERAL"
"JULIANA FERNANDES DA SILVA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"70006";"AVANTE"
"JULIANA FRAGA E SILVA DE SOUZA";"SAO PAULO";"DEPUTADO FEDERAL";"1393";"PARTIDO DOS TRABALHADORES"
"JULIANA KECIA DE MENEZES SANTOS";"CEARA";"DEPUTADO FEDERAL";"2929";"PARTIDO DA CAUSA OPERARIA"
"JULIANA MARIA ANGELA DE OLIVEIRA";"GOIAS";"DEPUTADO ESTADUAL";"28876";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"JULIANA VARSOVIA OLIVEIRA PEIXOTO";"AMAZONAS";"DEPUTADO ESTADUAL";"50151";"PARTIDO SOCIALISMO E LIBERDADE"
"JULIANO COELHO DA SILVA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"51193";"PATRIOTA"
"JULIANO GERALDI";"PARANA";"DEPUTADO FEDERAL";"1599";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"JULIO CESAR DA SILVA NASCIMENTO";"AMAPA";"DEPUTADO ESTADUAL";"51111";"PATRIOTA"
"JULIO CESAR KOMIYAMA";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"36369";"PARTIDO TRABALHISTA CRISTAO"
"JULLY ANNE RIBEIRO DA CRUZ";"GOIAS";"DEPUTADO FEDERAL";"6500";"PARTIDO COMUNISTA DO BRASIL"
"JUNARO RAMBO FIGUEIREDO";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"11511";"PARTIDO PROGRESSISTA"
"JUNIOR CESAR LEITE DA SILVA";"MATO GROSSO";"DEPUTADO ESTADUAL";"54018";"PARTIDO PATRIA LIVRE"
"JURACI CARDOSO DE SOUSA";"SERGIPE";"DEPUTADO ESTADUAL";"12222";"PARTIDO DEMOCRATICO TRABALHISTA"
"JURANDIR COSMO DOS SANTOS";"PERNAMBUCO";"DEPUTADO ESTADUAL";"11144";"PARTIDO PROGRESSISTA"
"JURANDIR OCHAGAVIA DA COSTA FILHO";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"43555";"PARTIDO VERDE"
"JURIVALDA DA SILVA MOTA";"BAHIA";"DEPUTADO ESTADUAL";"31900";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"JUSARA GAUTO";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"11510";"PARTIDO PROGRESSISTA"
"KARINA GONCALVES DE BRITO";"MINAS GERAIS";"DEPUTADO ESTADUAL";"17029";"PARTIDO SOCIAL LIBERAL"
"KARINE PAIVA DE MACEDO";"CEARA";"DEPUTADO ESTADUAL";"51558";"PATRIOTA"
"KARLA DE JESUS MACHADO MARTINS PINHEIRO";"MARANHAO";"DEPUTADO ESTADUAL";"28115";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"KARLLA RODRIGUES DOS SANTOS";"GOIAS";"DEPUTADO ESTADUAL";"33321";"PARTIDO DA MOBILIZACAO NACIONAL"
"KATIA CRISTINA FROS SOUSA";"AMAZONAS";"DEPUTADO ESTADUAL";"51060";"PATRIOTA"
"KATIANA SOUZA DOS SANTOS";"RONDONIA";"DEPUTADO FEDERAL";"1677";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO"
"KATRINE VANESSA RODRIGUES DA SILVA";"PARA";"DEPUTADO ESTADUAL";"31310";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"KEDMA ABIGAIL ALVES DA SILVA";"ACRE";"DEPUTADO ESTADUAL";"13007";"PARTIDO DOS TRABALHADORES"
"KEDMA MARIA BARROS RAMALHO";"MARANHAO";"DEPUTADO ESTADUAL";"10321";"PARTIDO REPUBLICANO BRASILEIRO"
"KEIDNA DA COSTA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"70337";"AVANTE"
"KELMANN VIEIRA DE OLIVEIRA";"ALAGOAS";"VICE-GOVERNADOR";"36";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"KESSIA APARECIDA BATISTA";"MINAS GERAIS";"DEPUTADO FEDERAL";"7085";"AVANTE"
"KLEBER MARQUES DOS SANTOS";"AMAPA";"DEPUTADO ESTADUAL";"35172";"PARTIDO DA MULHER BRASILEIRA"
"KLEBER PIERUZZI SILVEIRA";"SAO PAULO";"DEPUTADO FEDERAL";"2777";"DEMOCRACIA CRISTA"
"KLEBER ROMAO DA SILVA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"18000";"REDE SUSTENTABILIDADE"
"KLINGER DE SOUZA EVANGELISTA";"AMAZONAS";"DEPUTADO ESTADUAL";"45555";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"LAECIO PINHEIRO DE SOUZA";"GOIAS";"DEPUTADO ESTADUAL";"44050";"PARTIDO REPUBLICANO PROGRESSISTA"
"LARISSA JESSICA AIRES DE SOUSA";"PIAUI";"DEPUTADO FEDERAL";"2702";"DEMOCRACIA CRISTA"
"LAUDI JOAO DA SILVA";"SANTA CATARINA";"DEPUTADO ESTADUAL";"77456";"SOLIDARIEDADE"
"LAURA HELENA LIMA PINHEIRO";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"23456";"PARTIDO POPULAR SOCIALISTA"
"LAUSIANE FERREIRA DA SILVA";"MARANHAO";"DEPUTADO ESTADUAL";"19357";"PODEMOS"
"LAZARO BATISTA PINTO SANTOS";"MARANHAO";"DEPUTADO ESTADUAL";"20000";"PARTIDO SOCIAL CRISTAO"
"LAZARO COSTALONGA SILOTTI";"ESPIRITO SANTO";"DEPUTADO FEDERAL";"1711";"PARTIDO SOCIAL LIBERAL"
"LAZARO DE SOUSA ARRUDA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"50051";"PARTIDO SOCIALISMO E LIBERDADE"
"LAZARO LUIS DE SOUSA SALDANHA";"PARA";"DEPUTADO FEDERAL";"9080";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"LAZARO MARQUES DOS SANTOS";"GOIAS";"DEPUTADO ESTADUAL";"44258";"PARTIDO REPUBLICANO PROGRESSISTA"
"LEA ROSALINA DOS SANTOS";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"19319";"PODEMOS"
"LEANDRO ALVES DE ALMEIDA";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"12812";"PARTIDO DEMOCRATICO TRABALHISTA"
"LEANDRO BRUNO FELICIO";"SAO PAULO";"DEPUTADO ESTADUAL";"13120";"PARTIDO DOS TRABALHADORES"
"LEANDRO CORREA DE SOUZA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"1120";"PARTIDO PROGRESSISTA"
"LEDA MARIA PEREIRA DE SOUZA";"SAO PAULO";"DEPUTADO ESTADUAL";"15012";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"LEDIA FAITANIN";"RONDONIA";"DEPUTADO ESTADUAL";"45456";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"LEIA SANTOS ARAUJO";"GOIAS";"DEPUTADO ESTADUAL";"50255";"PARTIDO SOCIALISMO E LIBERDADE"
"LEIDE LANE SOUSA DE JESUS";"MARANHAO";"DEPUTADO FEDERAL";"1790";"PARTIDO SOCIAL LIBERAL"
"LEIDYANE SOUZA DE ARAUJO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"36705";"PARTIDO TRABALHISTA CRISTAO"
"LEILA SUELI BARROS DA SILVA FERREIRA";"RONDONIA";"2º SUPLENTE";"280";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"LEILANE HELOISE CARVALHO DE FREITAS";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"77790";"SOLIDARIEDADE"
"LELCES XAVIER CORREIA LIMA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"27789";"DEMOCRACIA CRISTA"
"LENILDO TAVARES DO NASCIMENTO";"RONDONIA";"DEPUTADO ESTADUAL";"23557";"PARTIDO POPULAR SOCIALISTA"
"LEODEMIR JOSE ESPINDOLA";"SANTA CATARINA";"DEPUTADO FEDERAL";"5040";"PARTIDO SOCIALISMO E LIBERDADE"
"LEONARDO FRANK ALVARENGA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"5450";"PARTIDO PATRIA LIVRE"
"LEONARDO LOURENCO BERTOLDO";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"54541";"PARTIDO PATRIA LIVRE"
"LEONARDO RIBEIRO";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"5181";"PATRIOTA"
"LEONARDO RODRIGO MIRANDA AMBROSIO";"SAO PAULO";"DEPUTADO ESTADUAL";"31099";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"LEONICE MARTINS FREITAS";"MINAS GERAIS";"DEPUTADO ESTADUAL";"28917";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"LEONIDES APARECIDA VALADARES";"GOIAS";"DEPUTADO ESTADUAL";"33244";"PARTIDO DA MOBILIZACAO NACIONAL"
"LEONTINA APARECIDA DE ANDRADE";"GOIAS";"DEPUTADO ESTADUAL";"51002";"PATRIOTA"
"LETICIA CAROLINE BAHIA DOS SANTOS";"AMAPA";"DEPUTADO ESTADUAL";"17222";"PARTIDO SOCIAL LIBERAL"
"LETICIA OLIVEIRA DA SILVA ANDRADE";"MARANHAO";"DEPUTADO ESTADUAL";"77434";"SOLIDARIEDADE"
"LETICIA RODRIGUES DE BARROS";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"90600";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"LEVI NASCIMENTO DO AMARAL";"BAHIA";"DEPUTADO FEDERAL";"5107";"PATRIOTA"
"LEVI RODRIGUES DE SOUZA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"19475";"PODEMOS"
"LEVI VIEIRA DA SILVA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"70125";"AVANTE"
"LEYDE ALVES PEDROSO";"MATO GROSSO DO SUL";"DEPUTADO FEDERAL";"4040";"PARTIDO SOCIALISTA BRASILEIRO"
"LEYLANE TIRAPELI CALASSI DE OLIVEIRA";"GOIAS";"DEPUTADO FEDERAL";"3190";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"LIBORIO LACERDA DOS SANTOS";"PARAIBA";"DEPUTADO ESTADUAL";"40044";"PARTIDO SOCIALISTA BRASILEIRO"
"LICIA MARIA COSTA DA CRUZ";"ALAGOAS";"DEPUTADO FEDERAL";"2929";"PARTIDO DA CAUSA OPERARIA"
"LIDIA GRIGAITIS RIBEIRO DINIZ";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"33111";"PARTIDO DA MOBILIZACAO NACIONAL"
"LIDIANE DE JESUS MEDINA ANTONUCI";"MINAS GERAIS";"DEPUTADO FEDERAL";"1939";"PODEMOS"
"LIGIA VIANNA MENDES";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"12108";"PARTIDO DEMOCRATICO TRABALHISTA"
"LILA PIMENTA TAVARES";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"55177";"PARTIDO SOCIAL DEMOCRATICO"
"LILIA DIAS DOS SANTOS";"GOIAS";"DEPUTADO ESTADUAL";"50020";"PARTIDO SOCIALISMO E LIBERDADE"
"LILIANE ALVES RODRIGUES GONCALVES";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"27781";"DEMOCRACIA CRISTA"
"LINCOLN ASSIS DE ASTRE";"RONDONIA";"DEPUTADO FEDERAL";"2018";"PARTIDO SOCIAL CRISTAO"
"LINCOLN ROBERT DA COSTA SOUZA";"AMAZONAS";"DEPUTADO ESTADUAL";"77654";"SOLIDARIEDADE"
"LINDAURA DE SOUZA DA SILVA";"AMAPA";"DEPUTADO ESTADUAL";"36005";"PARTIDO TRABALHISTA CRISTAO"
"LINDEMBERGUE VIRGINIO DO NASCIMENTO";"PARAIBA";"DEPUTADO ESTADUAL";"23666";"PARTIDO POPULAR SOCIALISTA"
"LINDIANE DA SILVA FARIAS";"PERNAMBUCO";"DEPUTADO FEDERAL";"1850";"REDE SUSTENTABILIDADE"
"LINDOMAR FERREIRA DE CASTRO";"GOIAS";"DEPUTADO FEDERAL";"6555";"PARTIDO COMUNISTA DO BRASIL"
"LINDOMARA GOMES SERAFIM";"RORAIMA";"DEPUTADO ESTADUAL";"31255";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"LIVIO CAMPOS LIMA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"20777";"PARTIDO SOCIAL CRISTAO"
"LORECI DA MASSENA";"SANTA CATARINA";"DEPUTADO ESTADUAL";"10555";"PARTIDO REPUBLICANO BRASILEIRO"
"LORRAYNE SILVEIRA DOS SANTOS FERREIRA";"ESPIRITO SANTO";"DEPUTADO FEDERAL";"3544";"PARTIDO DA MULHER BRASILEIRA"
"LUANA BRITO DE OLIVEIRA";"ACRE";"DEPUTADO ESTADUAL";"27010";"DEMOCRACIA CRISTA"
"LUANA MATIAS LUCHINI";"SERGIPE";"DEPUTADO ESTADUAL";"14200";"PARTIDO TRABALHISTA BRASILEIRO"
"LUAR LACERDA SANTOS";"PARAIBA";"DEPUTADO ESTADUAL";"51789";"PATRIOTA"
"LUBELAFAETE BEZERRA FONSECA";"TOCANTINS";"DEPUTADO ESTADUAL";"15155";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"LUCAS DA CRUZ NOGUEIRA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"5020";"PARTIDO SOCIALISMO E LIBERDADE"
"LUCAS GOMES DO NASCIMENTO";"RONDONIA";"DEPUTADO ESTADUAL";"27322";"DEMOCRACIA CRISTA"
"LUCIANA DA CRUZ NEVES";"MINAS GERAIS";"DEPUTADO ESTADUAL";"50181";"PARTIDO SOCIALISMO E LIBERDADE"
"LUCIANA JARDIM PEREIRA CORREA";"SAO PAULO";"DEPUTADO ESTADUAL";"54008";"PARTIDO PATRIA LIVRE"
"LUCIANA PACHECO GOMES";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"11789";"PARTIDO PROGRESSISTA"
"LUCIANA PINHEIRO FARIAS ";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"3193";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"LUCIANA RIBEIRO PEREIRA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"40403";"PARTIDO SOCIALISTA BRASILEIRO"
"LUCIANA ROCHA DEBOM";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"43443";"PARTIDO VERDE"
"LUCIANE DE OLIVEIRA SILVA DOS SANTOS";"MINAS GERAIS";"DEPUTADO ESTADUAL";"70378";"AVANTE"
"LUCIANO ARAUJO JATOBA DA SILVA";"BAHIA";"DEPUTADO FEDERAL";"4344";"PARTIDO VERDE"
"LUCIANO BELLON";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"23654";"PARTIDO POPULAR SOCIALISTA"
"LUCIANO HENRIQUE PEREIRA";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"2507";"DEMOCRATAS"
"LUCIANO SANTOS TAVARES DE ALMEIDA";"SAO PAULO";"DEPUTADO FEDERAL";"9000";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"LUCIENE PEREIRA RODRIGUES";"MINAS GERAIS";"DEPUTADO ESTADUAL";"28286";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"LUCIMAR BARBOSA DE OLIVEIRA";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"10000";"PARTIDO REPUBLICANO BRASILEIRO"
"LUCIMAR BATISTA DE OLIVEIRA";"GOIAS";"DEPUTADO ESTADUAL";"27010";"DEMOCRACIA CRISTA"
"LUCIMAR SITONIO DA SILVA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"22126";"PARTIDO DA REPUBLICA"
"LUCINEIA MENEZES GALVAO";"ACRE";"DEPUTADO ESTADUAL";"51051";"PATRIOTA"
"LUCIO MAURO DA SILVA JUNGER";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"55870";"PARTIDO SOCIAL DEMOCRATICO"
"LUDMYLA LANZONI COSTA";"RONDONIA";"DEPUTADO ESTADUAL";"40112";"PARTIDO SOCIALISTA BRASILEIRO"
"LUIS DE PAULA E SOUSA NETO";"AMAZONAS";"DEPUTADO FEDERAL";"1222";"PARTIDO DEMOCRATICO TRABALHISTA"
"LUIS GUSTAVO PILENSO LINTZ";"SAO PAULO";"DEPUTADO ESTADUAL";"27010";"DEMOCRACIA CRISTA"
"LUIZ AFONSO LUSTOSA DO AMARAL";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"11300";"PARTIDO PROGRESSISTA"
